Index       TIME          V(VCO_OUT_P)      V(VCO_OUT_N)         I(VDD)      
1914     4.13543559e-10    1.09188704e+00    8.99020797e-01   -5.01810714e-03
1915     4.13973725e-10    1.05003778e+00    9.18314648e-01   -6.50030944e-03
1916     4.14403890e-10    1.01644105e+00    9.44819612e-01   -8.03477896e-03
1917     4.14834056e-10    9.90959150e-01    9.78914523e-01   -9.56656657e-03
1918     4.15221205e-10    9.74012246e-01    1.01678691e+00   -1.08983074e-02
1919     4.15268351e-10    9.72288374e-01    1.02197907e+00   -1.10551008e-02
1920     4.15362644e-10    9.68887818e-01    1.03266347e+00   -1.13658730e-02
1921     4.15456937e-10    9.65493916e-01    1.04402370e+00   -1.16707518e-02
1922     4.15551229e-10    9.61756737e-01    1.05639449e+00   -1.19692156e-02
1923     4.15560231e-10    9.61356158e-01    1.05765806e+00   -1.19973253e-02
1924     4.15569232e-10    9.60945920e-01    1.05893541e+00   -1.20254030e-02
1925     4.15587235e-10    9.60052410e-01    1.06158866e+00   -1.20813645e-02
1926     4.15605237e-10    9.59040155e-01    1.06439082e+00   -1.21370642e-02
1927     4.15641243e-10    9.56636014e-01    1.07041858e+00   -1.22476647e-02
1928     4.15673648e-10    9.54085773e-01    1.07624654e+00   -1.23462886e-02
1929     4.15706052e-10    9.51254790e-01    1.08236202e+00   -1.24440410e-02
1930     4.15738457e-10    9.48220243e-01    1.08870268e+00   -1.25409182e-02
1931     4.15770862e-10    9.45041349e-01    1.09522521e+00   -1.26369122e-02
1932     4.15835672e-10    9.38410253e-01    1.10871112e+00   -1.28261913e-02
1933     4.15900481e-10    9.31524341e-01    1.12272398e+00   -1.30117568e-02
1934     4.15965291e-10    9.24442600e-01    1.13724079e+00   -1.31934543e-02
1935     4.16030101e-10    9.17160308e-01    1.15227540e+00   -1.33711179e-02
1936     4.16159720e-10    9.01887365e-01    1.18398254e+00   -1.37135966e-02
1937     4.16289339e-10    8.85542140e-01    1.21795449e+00   -1.40379812e-02
1938     4.16418958e-10    8.68006343e-01    1.25424526e+00   -1.43430389e-02
1939     4.16548577e-10    8.49245678e-01    1.29281858e+00   -1.46276084e-02
1940     4.16678197e-10    8.29314400e-01    1.33352935e+00   -1.48906144e-02
1941     4.16807816e-10    8.08720942e-01    1.37577260e+00   -1.51310807e-02
1942     4.16924473e-10    7.90641504e-01    1.41398799e+00   -1.53275225e-02
1943     4.17029358e-10    7.75461960e-01    1.44766836e+00   -1.54875320e-02
1944     4.17134243e-10    7.61533804e-01    1.48040023e+00   -1.56315059e-02
1945     4.17239127e-10    7.48978300e-01    1.51205945e+00   -1.57591851e-02
1946     4.17448897e-10    7.28164551e-01    1.57186233e+00   -1.59646005e-02
1947     4.17658666e-10    7.13165399e-01    1.62671023e+00   -1.61022380e-02
1948     4.17868436e-10    7.04115844e-01    1.67616128e+00   -1.61708836e-02
1949     4.18078205e-10    7.01082293e-01    1.71978656e+00   -1.61698983e-02
1950     4.18287975e-10    7.03787351e-01    1.75746647e+00   -1.60992966e-02
1951     4.18497744e-10    7.11591128e-01    1.78944506e+00   -1.59597741e-02
1952     4.18707514e-10    7.23698372e-01    1.81619016e+00   -1.57526485e-02
1953     4.18917283e-10    7.39301631e-01    1.83825663e+00   -1.54797360e-02
1954     4.19127053e-10    7.57607888e-01    1.85618747e+00   -1.51432850e-02
1955     4.19336822e-10    7.77856846e-01    1.87045995e+00   -1.47460022e-02
1956     4.19546591e-10    7.99355059e-01    1.88146877e+00   -1.42910942e-02
1957     4.19756361e-10    8.21493252e-01    1.88952834e+00   -1.37822783e-02
1958     4.20175900e-10    8.65507645e-01    1.89778744e+00   -1.26228435e-02
1959     4.20595439e-10    9.06918630e-01    1.89645492e+00   -1.13046168e-02
1960     4.21014978e-10    9.43467495e-01    1.88631766e+00   -9.87206556e-03
1961     4.21434517e-10    9.73735622e-01    1.86781916e+00   -8.37386470e-03
1962     4.21854055e-10    9.96983956e-01    1.84124774e+00   -6.86114067e-03
1963     4.22273594e-10    1.01304210e+00    1.80685602e+00   -5.38565357e-03
1964     4.22693133e-10    1.02223234e+00    1.76492991e+00   -3.99797639e-03
1965     4.23112672e-10    1.02530332e+00    1.71583021e+00   -2.74572878e-03
1966     4.23532211e-10    1.02333448e+00    1.66004879e+00   -1.67192101e-03
1967     4.23951750e-10    1.01756698e+00    1.59832459e+00   -8.13456980e-04
1968     4.24371289e-10    1.00920604e+00    1.53177850e+00   -1.99836411e-04
1969     4.24790828e-10    9.99340941e-01    1.46191165e+00    1.47894512e-04
1970     4.25629906e-10    9.79799927e-01    1.31992955e+00    1.37179456e-05
1971     4.26468984e-10    9.66875942e-01    1.18483156e+00   -1.18493573e-03
1972     4.26600536e-10    9.66104633e-01    1.16520531e+00   -1.47466345e-03
1973     4.26732088e-10    9.65544603e-01    1.14583911e+00   -1.77513436e-03
1974     4.26995193e-10    9.65786150e-01    1.10877395e+00   -2.43726938e-03
1975     4.27258297e-10    9.68026144e-01    1.07411069e+00   -3.17407312e-03
1976     4.27521402e-10    9.72506456e-01    1.04204231e+00   -3.97558690e-03
1977     4.27784506e-10    9.79479699e-01    1.01268545e+00   -4.83098500e-03
1978     4.28047611e-10    9.89255428e-01    9.86025118e-01   -5.72872592e-03
1979     4.28310715e-10    1.00233297e+00    9.61779462e-01   -6.65671601e-03
1980     4.28573820e-10    1.01990518e+00    9.38871936e-01   -7.60250169e-03
1981     4.28638889e-10    1.02550868e+00    9.33029492e-01   -7.83795760e-03
1982     4.28659363e-10    1.02737426e+00    9.31129721e-01   -7.91205009e-03
1983     4.28679837e-10    1.02932105e+00    9.29174083e-01   -7.98614332e-03
1984     4.28700311e-10    1.03145185e+00    9.27082535e-01   -8.06023400e-03
1985     4.28720786e-10    1.03378204e+00    9.24826705e-01   -8.13431515e-03
1986     4.28741260e-10    1.03629120e+00    9.22409309e-01   -8.20838236e-03
1987     4.28761734e-10    1.03895245e+00    9.19848145e-01   -8.28243347e-03
1988     4.28782208e-10    1.04174272e+00    9.17165390e-01   -8.35646716e-03
1989     4.28823157e-10    1.04763396e+00    9.11525825e-01   -8.50447427e-03
1990     4.28864105e-10    1.05386423e+00    9.05619559e-01   -8.65238476e-03
1991     4.28905054e-10    1.06036310e+00    8.99546716e-01   -8.80016938e-03
1992     4.28986950e-10    1.07404241e+00    8.87118675e-01   -9.09517565e-03
1993     4.29068847e-10    1.08859269e+00    8.74418329e-01   -9.38914101e-03
1994     4.29150744e-10    1.10403196e+00    8.61465246e-01   -9.68165099e-03
1995     4.29232641e-10    1.12040604e+00    8.48216082e-01   -9.97227765e-03
1996     4.29314538e-10    1.13775319e+00    8.34625813e-01   -1.02605945e-02
1997     4.29396435e-10    1.15610009e+00    8.20660788e-01   -1.05461796e-02
1998     4.29478332e-10    1.17546157e+00    8.06299607e-01   -1.08286156e-02
1999     4.29560228e-10    1.19583710e+00    7.91534991e-01   -1.11074901e-02
2000     4.29642125e-10    1.21721015e+00    7.76371868e-01   -1.13823970e-02
2001     4.29724022e-10    1.23954986e+00    7.60825005e-01   -1.16529396e-02
2002     4.29805919e-10    1.26278712e+00    7.44946505e-01   -1.19187323e-02
2003     4.29887816e-10    1.28669584e+00    7.28951516e-01   -1.21793990e-02
2004     4.29969713e-10    1.31084778e+00    7.13246503e-01   -1.24345742e-02
2005     4.30051610e-10    1.33484633e+00    6.98171762e-01   -1.26839192e-02
2006     4.30215403e-10    1.38162172e+00    6.70540290e-01   -1.31637675e-02
2007     4.30379197e-10    1.42634893e+00    6.46661980e-01   -1.36167693e-02
2008     4.30542991e-10    1.46874613e+00    6.26785827e-01   -1.40406574e-02
2009     4.30706784e-10    1.50866314e+00    6.10991759e-01   -1.44332341e-02
2010     4.30870578e-10    1.54591645e+00    5.99354494e-01   -1.47924218e-02
2011     4.31034372e-10    1.58028203e+00    5.91962510e-01   -1.51163067e-02
2012     4.31198166e-10    1.61160800e+00    5.88812730e-01   -1.54031704e-02
2013     4.31361959e-10    1.63988990e+00    5.89739429e-01   -1.56515125e-02
2014     4.31525753e-10    1.66525424e+00    5.94434320e-01   -1.58600690e-02
2015     4.31689547e-10    1.68791185e+00    6.02519472e-01   -1.60278099e-02
2016     4.31853340e-10    1.70811816e+00    6.13606060e-01   -1.61539072e-02
2017     4.32017134e-10    1.72613928e+00    6.27309100e-01   -1.62377021e-02
2018     4.32344722e-10    1.75668895e+00    6.60873988e-01   -1.62766215e-02
2019     4.32672309e-10    1.78105954e+00    7.00541428e-01   -1.61434868e-02
2020     4.32999896e-10    1.80039359e+00    7.43801400e-01   -1.58403396e-02
2021     4.33327484e-10    1.81537767e+00    7.88589230e-01   -1.53729075e-02
2022     4.33655071e-10    1.82635404e+00    8.33250491e-01   -1.47505297e-02
2023     4.33982659e-10    1.83342165e+00    8.76472349e-01   -1.39859373e-02
2024     4.34310246e-10    1.83651824e+00    9.17226288e-01   -1.30949552e-02
2025     4.34637833e-10    1.83548423e+00    9.54724455e-01   -1.20961449e-02
2026     4.34965421e-10    1.83011054e+00    9.88390177e-01   -1.10103948e-02
2027     4.35293008e-10    1.82017386e+00    1.01783692e+00   -9.86046695e-03
2028     4.35620596e-10    1.80546087e+00    1.04285646e+00   -8.67050819e-03
2029     4.35948183e-10    1.78578724e+00    1.06340739e+00   -7.46553432e-03
2030     4.36275771e-10    1.76101563e+00    1.07960258e+00   -6.27089705e-03
2031     4.36603358e-10    1.73108560e+00    1.09167918e+00   -5.11174375e-03
2032     4.36930945e-10    1.69605960e+00    1.09995079e+00   -4.01247963e-03
2033     4.37258533e-10    1.65617555e+00    1.10474754e+00   -2.99624239e-03
2034     4.37586120e-10    1.61186522e+00    1.10638690e+00   -2.08440117e-03
2035     4.37913708e-10    1.56371935e+00    1.10518818e+00   -1.29609742e-03
2036     4.38241295e-10    1.51242928e+00    1.10150770e+00   -6.47844197e-04
2037     4.38568882e-10    1.45874080e+00    1.09576011e+00   -1.53190026e-04
2038     4.39224057e-10    1.34766169e+00    1.08031069e+00    3.36776789e-04
2039     4.39879232e-10    1.23623755e+00    1.06298406e+00    1.41282225e-04
2040     4.40534407e-10    1.13014911e+00    1.04869844e+00   -7.23148062e-04
2041     4.41189582e-10    1.03363609e+00    1.04310490e+00   -2.18497058e-03
2042     4.41262428e-10    1.02365894e+00    1.04334975e+00   -2.38380073e-03
2043     4.41335275e-10    1.01374053e+00    1.04371144e+00   -2.58548406e-03
2044     4.41480968e-10    9.94190216e-01    1.04522159e+00   -3.00532891e-03
2045     4.41626661e-10    9.74806358e-01    1.04804619e+00   -3.44583317e-03
2046     4.41707021e-10    9.63902922e-01    1.05070332e+00   -3.69968499e-03
2047     4.41734384e-10    9.60126124e-01    1.05173179e+00   -3.78674209e-03
2048     4.41761748e-10    9.56283526e-01    1.05286182e+00   -3.87410340e-03
2049     4.41789111e-10    9.52246299e-01    1.05426034e+00   -3.96206484e-03
2050     4.41816475e-10    9.47928890e-01    1.05599871e+00   -4.05061142e-03
2051     4.41843839e-10    9.43324333e-01    1.05805052e+00   -4.13973351e-03
2052     4.41871202e-10    9.38474912e-01    1.06035498e+00   -4.22942729e-03
2053     4.41898566e-10    9.33433028e-01    1.06286253e+00   -4.31969069e-03
2054     4.41925929e-10    9.28245448e-01    1.06553619e+00   -4.41052023e-03
2055     4.41980657e-10    9.17583688e-01    1.07127534e+00   -4.59384727e-03
2056     4.42035384e-10    9.06671280e-01    1.07745385e+00   -4.77934018e-03
2057     4.42090111e-10    8.95610023e-01    1.08401793e+00   -4.96690355e-03
2058     4.42199565e-10    8.73139709e-01    1.09830080e+00   -5.34772041e-03
2059     4.42309020e-10    8.50175209e-01    1.11419888e+00   -5.73537989e-03
2060     4.42418474e-10    8.26630918e-01    1.13181943e+00   -6.12886655e-03
2061     4.42527929e-10    8.02434753e-01    1.15124257e+00   -6.52715161e-03
2062     4.42637383e-10    7.77556465e-01    1.17250677e+00   -6.92919899e-03
2063     4.42746838e-10    7.52009235e-01    1.19560119e+00   -7.33396788e-03
2064     4.42856292e-10    7.25846662e-01    1.22046140e+00   -7.74042128e-03
2065     4.42965746e-10    6.99311030e-01    1.24683116e+00   -8.14753330e-03
2066     4.43075201e-10    6.73166344e-01    1.27393181e+00   -8.55429091e-03
2067     4.43168277e-10    6.51862218e-01    1.29686950e+00   -8.89919589e-03
2068     4.43261353e-10    6.31689056e-01    1.31937738e+00   -9.24258712e-03
2069     4.43354430e-10    6.12780448e-01    1.34133523e+00   -9.58392459e-03
2070     4.43540582e-10    5.79048551e-01    1.38334912e+00   -1.02579547e-02
2071     4.43726735e-10    5.50933956e-01    1.42267999e+00   -1.09171092e-02
2072     4.43912888e-10    5.28592563e-01    1.45914736e+00   -1.15569295e-02
2073     4.44099040e-10    5.12197334e-01    1.49249337e+00   -1.21730408e-02
2074     4.44285193e-10    5.01835477e-01    1.52250383e+00   -1.27612296e-02
2075     4.44471345e-10    4.97347988e-01    1.54917825e+00   -1.33175013e-02
2076     4.44657498e-10    4.98333070e-01    1.57273180e+00   -1.38381250e-02
2077     4.44843651e-10    5.04261131e-01    1.59351043e+00   -1.43196527e-02
2078     4.45029803e-10    5.14583467e-01    1.61191885e+00   -1.47588860e-02
2079     4.45215956e-10    5.28760266e-01    1.62836217e+00   -1.51528393e-02
2080     4.45402108e-10    5.46259998e-01    1.64320763e+00   -1.54987550e-02
2081     4.45774414e-10    5.89002075e-01    1.66936380e+00   -1.60361051e-02
2082     4.46146719e-10    6.39439908e-01    1.69197454e+00   -1.63568670e-02
2083     4.46519024e-10    6.94550909e-01    1.71200571e+00   -1.64515132e-02
2084     4.47263635e-10    8.08735404e-01    1.74498260e+00   -1.59624060e-02
2085     4.48008245e-10    9.18353378e-01    1.76645063e+00   -1.46241762e-02
2086     4.48678394e-10    1.00529172e+00    1.77210707e+00   -1.28054270e-02
2087     4.49281529e-10    1.07046173e+00    1.76251723e+00   -1.08022846e-02
2088     4.49824350e-10    1.11735908e+00    1.73958253e+00   -8.82249939e-03
2089     4.50312889e-10    1.14983578e+00    1.70625586e+00   -6.99441632e-03
2090     4.50801428e-10    1.17308341e+00    1.66094213e+00   -5.21221601e-03
2091     4.51289967e-10    1.18721929e+00    1.60459895e+00   -3.55870446e-03
2092     4.51778506e-10    1.19270357e+00    1.53876292e+00   -2.11053754e-03
2093     4.52267044e-10    1.19046682e+00    1.46532190e+00   -9.34730094e-04
2094     4.52755583e-10    1.18190576e+00    1.38639705e+00   -8.56103618e-05
2095     4.53244122e-10    1.16883289e+00    1.30423280e+00    3.97659728e-04
2096     4.53732661e-10    1.15344578e+00    1.22104336e+00    4.92874414e-04
2097     4.54221200e-10    1.13845708e+00    1.13867837e+00    1.95795879e-04
2098     4.54709739e-10    1.12840780e+00    1.05703653e+00   -4.79789832e-04
2099     4.54809392e-10    1.12802392e+00    1.03995025e+00   -6.69314792e-04
2100     4.54837010e-10    1.12803353e+00    1.03513817e+00   -7.22928353e-04
2101     4.54864629e-10    1.12814299e+00    1.03025189e+00   -7.77082606e-04
2102     4.54892248e-10    1.12852019e+00    1.02515126e+00   -8.32312199e-04
2103     4.54919866e-10    1.12923700e+00    1.01974892e+00   -8.88606799e-04
2104     4.54947485e-10    1.13026325e+00    1.01404065e+00   -9.45961719e-04
2105     4.54975103e-10    1.13153587e+00    1.00807181e+00   -1.00437817e-03
2106     4.55002722e-10    1.13300411e+00    1.00189725e+00   -1.06385890e-03
2107     4.55030340e-10    1.13463010e+00    9.95565443e-01   -1.12440500e-03
2108     4.55085577e-10    1.13824708e+00    9.82585335e-01   -1.24868215e-03
2109     4.55140814e-10    1.14226812e+00    9.69317520e-01   -1.37717224e-03
2110     4.55196052e-10    1.14664193e+00    9.55864731e-01   -1.50981095e-03
2111     4.55306526e-10    1.15645844e+00    9.28501686e-01   -1.78714340e-03
2112     4.55417000e-10    1.16779021e+00    9.00498998e-01   -2.07996825e-03
2113     4.55527474e-10    1.18076119e+00    8.71776055e-01   -2.38747299e-03
2114     4.55637948e-10    1.19546540e+00    8.42269965e-01   -2.70881138e-03
2115     4.55748423e-10    1.21195143e+00    8.11963900e-01   -3.04310873e-03
2116     4.55858897e-10    1.23021549e+00    7.80887276e-01   -3.38946432e-03
2117     4.55969371e-10    1.25019444e+00    7.49116352e-01   -3.74695995e-03
2118     4.56079845e-10    1.27158349e+00    7.16968741e-01   -4.11466562e-03
2119     4.56190319e-10    1.29354579e+00    6.85284051e-01   -4.49164432e-03
2120     4.56286018e-10    1.31234814e+00    6.58846144e-01   -4.82501233e-03
2121     4.56381717e-10    1.33064493e+00    6.33615591e-01   -5.16409455e-03
2122     4.56477416e-10    1.34833081e+00    6.09733698e-01   -5.50832638e-03
2123     4.56668814e-10    1.38166874e+00    5.66331022e-01   -6.20954527e-03
2124     4.56860212e-10    1.41220166e+00    5.28955023e-01   -6.92402696e-03
2125     4.57051610e-10    1.43979171e+00    4.97840205e-01   -7.64664137e-03
2126     4.57243008e-10    1.46422345e+00    4.73233166e-01   -8.37215818e-03
2127     4.57434406e-10    1.48537379e+00    4.55244841e-01   -9.09533215e-03
2128     4.57625804e-10    1.50336983e+00    4.43702605e-01   -9.81096331e-03
2129     4.57817201e-10    1.51855248e+00    4.38185654e-01   -1.05139500e-02
2130     4.58008599e-10    1.53137647e+00    4.38154207e-01   -1.11993201e-02
2131     4.58199997e-10    1.54233544e+00    4.43058633e-01   -1.18622120e-02
2132     4.58391395e-10    1.55190497e+00    4.52365391e-01   -1.24978535e-02
2133     4.58582793e-10    1.56050747e+00    4.65555778e-01   -1.31015933e-02
2134     4.58774191e-10    1.56849523e+00    4.82134004e-01   -1.36689684e-02
2135     4.59156987e-10    1.58374793e+00    5.23476059e-01   -1.46763909e-02
2136     4.59539782e-10    1.59899170e+00    5.73447446e-01   -1.54927136e-02
2137     4.59922578e-10    1.61490509e+00    6.29421023e-01   -1.60939458e-02
2138     4.60305374e-10    1.63152999e+00    6.89229964e-01   -1.64624870e-02
2139     4.61070966e-10    1.66449902e+00    8.12662463e-01   -1.64690088e-02
2140     4.61836557e-10    1.69178582e+00    9.33080490e-01   -1.55213452e-02
2141     4.62602149e-10    1.70494575e+00    1.04221204e+00   -1.37265222e-02
